"","leadGram","gram","Record"
"20767","as opposed","to",25
"21091","that being","said",25
"21841","in the","second",25
"22649","must have","been",25
"23149","i am","very",25
"25179","the first","to",25
"27983","when she","was",25
"28531","well as","the",25
"28642","they are","a",25
"30987","are a","few",25
"31360","to do","what",25
"33272","when i","get",25
"34705","wait for","the",25
"34997","if you","think",25
"37233","it might","be",25
"38386","to get","me",25
"38393","in any","way",25
"39215","this is","my",25
"41200","and we","had",25
"41759","the purpose","of",25
"44134","wants to","be",25
"45662","will continue","to",25
"45826","a handful","of",25
"45861","of our","lives",25
"47188","i was","also",25
"48446","that was","a",25
"52141","it but","i",25
"57235","its one","of",25
"61078","and have","been",25
"62458","those who","are",25
"62667","the role","of",25
"64550","i have","done",25
"66743","but i","did",25
"67189","and i","knew",25
"67545","is why","i",25
"73556","have a","lot",25
"74894","in their","own",25
"76945","this book","is",25
"79599","we know","that",25
"92488","close to","the",25
"95680","a great","time",25
"98529","i dont","even",25
"102311","if they","were",25
"121089","the edge","of",25
"129810","as for","the",25
"132848","if i","were",25
"136192","off to","the",25
"137010","in my","heart",25
"148892","i used","the",25
"184634","looked at","the",25
"215177","been trying","to",25
"1004","out the","door",24
"1478","many of","us",24
"2362","some of","these",24
"2500","that i","want",24
"2512","she wanted","to",24
"3670","out on","the",24
"4829","problem is","that",24
"5068","find a","way",24
"5419","there were","no",24
"6010","doesnt want","to",24
"6975","when i","saw",24
"9098","trying to","figure",24
"9564","to be","so",24
"9794","but at","the",24
"10591","after the","first",24
"12751","in the","united",24
"12910","i found","it",24
"13260","you know","the",24
"13806","the good","news",24
"14365","better than","the",24
"14578","back on","the",24
"14727","it is","hard",24
"14809","wanted to","see",24
"15519","i dont","need",24
"18755","we all","know",24
"21043","had a","lot",24
"22617","to get","some",24
"23777","in the","book",24
"24512","family and","friends",24
"25008","of the","two",24
"25070","for you","to",24
"25185","in the","early",24
"25807","thought it","would",24
"26607","cant help","but",24
"26688","i am","just",24
"27440","the night","before",24
"29876","and he","has",24
"30282","then it","was",24
"30384","had a","great",24
"30616","do you","think",24
"30941","i love","to",24
"31442","she had","a",24
"31875","into the","world",24
"32447","the people","of",24
"34197","to get","her",24
"34834","meant to","be",24
"34884","was the","one",24
"35207","the way","we",24
"36077","i still","had",24
"36344","something that","is",24
"36410","she had","to",24
"38449","do with","the",24
"39112","much of","a",24
"40825","i found","a",24
"43259","who has","been",24
"44038","so many","people",24
"44230","black and","white",24
"44684","of the","past",24
"51004","the way","they",24
"51138","there is","the",24
"52392","be the","same",24
"54408","so i","went",24
"58722","so i","am",24
"60762","thing to","do",24
"63204","me when","i",24
"67548","that is","why",24
"68986","i have","also",24
"69859","for a","little",24
"71058","of his","own",24
"72102","there is","one",24
"72685","with some","of",24
"73057","friends and","family",24
"73537","going to","make",24
"75095","of them","are",24
"81967","i was","looking",24
"84400","couple of","years",24
"89075","i do","know",24
"94812","i was","about",24
"104762","only a","few",24
"116392","get me","wrong",24
"116697","at least","one",24
"128446","i cant","help",24
"145727","husband and","i",24
"167227","the best","way",24
"184674","we were","able",24
"207144","i hope","you",24
"72","to know","that",23
"190","in a","long",23
"2502","the way","that",23
"2774","have been","the",23
"4099","and has","a",23
"4580","i like","it",23
"5787","in the","summer",23
"6618","it is","about",23
"7139","that if","you",23
"7751","and the","rest",23
"7976","so that","we",23
"8619","the first","one",23
"8679","to the","doctor",23
"9140","grew up","in",23
"9276","live in","the",23
"9281","when i","think",23
"11514","can see","the",23
"11957","what i","did",23
"12456","of god","and",23
"12462","the nature","of",23
"12499","one of","her",23
"15423","is in","a",23
"16822","i was","getting",23
"19300","i didnt","feel",23
"19519","is the","case",23
"19528","does not","mean",23
"20816","on the","phone",23
"21138","a pretty","good",23
"21517","an hour","and",23
"22407","for her","to",23
"22540","he said","that",23
"22572","and for","the",23
"23818","with her","and",23
"23887","down on","the",23
"24810","up in","a",23
"25889","i thought","that",23
"25966","rather than","the",23
"28278","this is","just",23
"32567","any kind","of",23
"32961","that no","one",23
"33058","the front","of",23
"33151","i didnt","get",23
"34348","i saw","a",23
"34499","that i","cant",23
"34984","go to","a",23
"35148","think it","was",23
"35168","none of","the",23
"36383","like it","was",23
"37573","the first","day",23
"38171","of it","and",23
"38763","time in","the",23
"40439","is that","they",23
"40745","that it","would",23
"41309","that i","should",23
"41335","had a","few",23
"41597","do not","know",23
"42823","part of","it",23
"43839","it seems","to",23
"44083","the way","it",23
"45123","as good","as",23
"47233","in fact","the",23
"48435","with me","and",23
"48692","out how","to",23
"56776","the part","of",23
"57080","if they","are",23
"58793","that i","think",23
"60076","i did","a",23
"60581","this time","i",23
"62164","i also","have",23
"66759","was a","lot",23
"69246","that you","will",23
"69970","she said","she",23
"71272","to me","to",23
"72147","there was","an",23
"72769","in this","world",23
"73137","of the","season",23
"80102","and i","hope",23
"82842","things that","i",23
"86012","rest of","us",23
"86435","of it","all",23
"86767","as i","could",23
"87319","i could","do",23
"88459","the end","i",23
"90754","time to","get",23
"91375","is also","the",23
"94268","but i","just",23
"99371","my mom","and",23
"111602","the feeling","of",23
"114650","be a","great",23
"130072","because of","this",23
"140693","i hope","to",23
"192723","he was","not",23
"200308","to stay","in",23
"225089","you know","i",23
"68","know that","the",22
"462","to play","with",22
"560","for years","and",22
"1065","we had","been",22
"1071","have come","to",22
"2334","that i","love",22
"2418","you and","your",22
"2737","didnt have","a",22
"3378","is so","much",22
"3380","so much","to",22
"3999","let me","know",22
"4467","later in","the",22
"5177","of my","friends",22
"6239","you can","use",22
"6407","but it","didnt",22
"6540","the book","of",22
"6672","we live","in",22
"7406","are on","the",22
"7513","i could","just",22
"7542","didnt know","what",22
"8012","at first","i",22
"8102","feel like","im",22
"8191","in the","meantime",22
"8245","as a","whole",22
"8443","because i","didnt",22
"8852","have to","wait",22
"8895","of those","things",22
"9056","to begin","with",22
"9136","that im","not",22
"9363","on the","table",22
"9404","and its","not",22
"9427","i have","heard",22
"10193","on the","couch",22
"10298","of the","many",22
"10621","i have","learned",22
"10836","trying to","make",22
"11189","that i","do",22
"11465","i think","is",22
"11891","and most","of",22
"11896","most of","us",22
"12533","dont have","a",22
"13514","think that","the",22
"14342","in the","th",22
"15184","for a","bit",22
"15467","not to","say",22
"15677","i do","have",22
"16446","the next","morning",22
"16993","to put","it",22
"17362","know if","i",22
"17494","the one","thing",22
"17801","to get","into",22
"17968","so much","that",22
"18687","the person","who",22
"19624","on the","right",22
"19830","what do","you",22
"19967","in the","case",22
"21047","more of","the",22
"21565","i am","trying",22
"21576","dont have","the",22
"22354","let me","tell",22
"22356","me tell","you",22
"23003","in a","good",22
"23176","out to","me",22
"23567","i had","an",22
"23819","you will","have",22
"24134","we wanted","to",22
"24378","looked at","me",22
"24528","not the","only",22
"24546","have to","have",22
"24584","from what","i",22
"27458","a big","deal",22
"27507","she was","going",22
"29121","the ones","who",22
"29531","be part","of",22
"29686","here is","a",22
"30668","the thought","of",22
"31489","had a","good",22
"32127","friend of","mine",22
"36814","view of","the",22
"37514","to catch","up",22
"40283","on the","left",22
"40346","couple of","days",22
"43095","the next","few",22
"43362","you dont","want",22
"44738","i asked","him",22
"44935","in the","name",22
"45941","of the","word",22
"47450","in the","right",22
"48687","he has","to",22
"48899","one thing","i",22
"55887","need to","get",22
"56954","to the","same",22
"57408","it for","a",22
"58092","me with","a",22
"58327","of my","own",22
"58444","the same","as",22
"59338","was a","good",22
"60996","few weeks","ago",22
"61260","the time","of",22
"61618","the reason","for",22
"64568","i will","have",22
"65024","the car","and",22
"65632","was at","the",22
"65699","to the","right",22
"69021","more than","one",22
"70858","men and","women",22
"71180","to give","it",22
"71517","amount of","time",22
"75112","to the","other",22
"78528","a very","good",22
"78969","the north","dakota",22
"80635","i felt","a",22
"81629","so i","decided",22
"83659","make sure","that",22
"88168","the word","of",22
"88532","from the","start",22
"90748","it took","me",22
"92834","why is","it",22
"93169","if you","were",22
"94330","he would","be",22
"94761","when we","are",22
"96265","my life","and",22
"101081","on how","to",22
"106049","i think","they",22
"108319","this will","be",22
"111924","deal with","the",22
"113832","the last","two",22
"113982","the love","of",22
"116225","there was","the",22
"116982","have been","in",22
"117626","two of","them",22
"123017","that i","couldnt",22
"123497","has never","been",22
"128451","wish i","could",22
"128510","so i","dont",22
"131448","have a","little",22
"138833","its not","that",22
"175433","if i","am",22
"211777","for the","sake",22
"211784","the sake","of",22
"298081","to the","bathroom",22
"23","is the","best",21
"1212","is a","big",21
"1416","and some","of",21
"2038","of the","city",21
"4024","but i","can",21
"4036","that in","the",21
"4273","all of","it",21
"4465","in the","day",21
"4749","im not","the",21
"8432","with a","new",21
"9224","over the","next",21
"9602","we were","going",21
"9958","in this","country",21
"12641","to know","what",21
"13430","like to","be",21
"15532","lot of","time",21
"16379","has been","in",21
"16411","the death","of",21
"16414","we are","in",21
"16810","last night","and",21
"17095","i really","wanted",21
"18410","of the","game",21
"18728","i think","she",21
"19359","i was","thinking",21
"19398","but when","i",21
"19647","even in","the",21
"20807","to go","for",21
"21276","one or","two",21
"21559","am trying","to",21
"23029","to give","you",21
"23759","but its","not",21
"24501","him and","his",21
"24520","my family","and",21
"24886","the result","is",21
"25528","what i","want",21
"26303","he said","he",21
"28289","in the","long",21
"30526","to realize","that",21
"31057","to come","up",21
"31820","is the","same",21
"32580","you dont","know",21
"34142","i didnt","really",21
"34708","down in","the",21
"35115","because i","had",21
"36112","in the","beginning",21
"36813","the relationship","between",21
"38683","a way","of",21
"38770","it must","be",21
"40320","not sure","how",21
"40713","i decided","that",21
"41173","an example","of",21
"42304","where i","was",21
"42653","i find","it",21
"44936","it has","to",21
"45397","the spirit","of",21
"46722","to read","the",21
"48537","but they","were",21
